Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
253	Spectrogram 1	1	472.000000	472.500000	0	0	4	cluster_4	0.8685
254	Spectrogram 1	1	473.000000	474.250000	0	0	noise	cluster_noise	0.0000
255	Spectrogram 1	1	474.000000	474.500000	0	0	26	cluster_26	1.0000
256	Spectrogram 1	1	474.250000	474.750000	0	0	noise	cluster_noise	0.0000
257	Spectrogram 1	1	474.500000	475.000000	0	0	13	cluster_13	1.0000
258	Spectrogram 1	1	474.750000	475.250000	0	0	noise	cluster_noise	0.0000
259	Spectrogram 1	1	475.000000	475.500000	0	0	3	cluster_3	1.0000
260	Spectrogram 1	1	475.250000	475.750000	0	0	26	cluster_26	0.9879
261	Spectrogram 1	1	475.500000	476.250000	0	0	9	cluster_9	0.9310
262	Spectrogram 1	1	476.000000	476.750000	0	0	noise	cluster_noise	0.0000
263	Spectrogram 1	1	476.500000	477.250000	0	0	13	cluster_13	0.5383
264	Spectrogram 1	1	477.000000	477.500000	0	0	3	cluster_3	1.0000
265	Spectrogram 1	1	477.250000	477.750000	0	0	17	cluster_17	0.8942
266	Spectrogram 1	1	477.500000	478.000000	0	0	noise	cluster_noise	0.0000
267	Spectrogram 1	1	477.750000	478.250000	0	0	9	cluster_9	0.9172
268	Spectrogram 1	1	478.000000	478.750000	0	0	26	cluster_26	0.8935
269	Spectrogram 1	1	478.500000	479.000000	0	0	noise	cluster_noise	0.0000
270	Spectrogram 1	1	478.750000	479.250000	0	0	13	cluster_13	0.8602
271	Spectrogram 1	1	479.000000	481.000000	0	0	noise	cluster_noise	0.0000
272	Spectrogram 1	1	480.750000	481.250000	0	0	12	cluster_12	0.9850
273	Spectrogram 1	1	481.000000	481.500000	0	0	3	cluster_3	1.0000
274	Spectrogram 1	1	481.250000	481.750000	0	0	noise	cluster_noise	0.0000
275	Spectrogram 1	1	481.500000	482.000000	0	0	12	cluster_12	0.7482
276	Spectrogram 1	1	481.750000	482.250000	0	0	3	cluster_3	1.0000
277	Spectrogram 1	1	482.000000	482.750000	0	0	noise	cluster_noise	0.0000
278	Spectrogram 1	1	482.500000	483.000000	0	0	12	cluster_12	1.0000
279	Spectrogram 1	1	482.750000	483.250000	0	0	3	cluster_3	1.0000
280	Spectrogram 1	1	483.000000	483.500000	0	0	26	cluster_26	0.8237
281	Spectrogram 1	1	485.000000	485.500000	0	0	12	cluster_12	1.0000
282	Spectrogram 1	1	485.250000	487.750000	0	0	noise	cluster_noise	0.0000
283	Spectrogram 1	1	487.500000	488.500000	0	0	4	cluster_4	0.8677
284	Spectrogram 1	1	488.250000	488.750000	0	0	noise	cluster_noise	0.0000
285	Spectrogram 1	1	488.500000	489.000000	0	0	26	cluster_26	0.8736
286	Spectrogram 1	1	488.750000	489.500000	0	0	noise	cluster_noise	0.0000
287	Spectrogram 1	1	489.250000	490.000000	0	0	26	cluster_26	0.9788
288	Spectrogram 1	1	489.750000	491.500000	0	0	noise	cluster_noise	0.0000
289	Spectrogram 1	1	491.250000	492.250000	0	0	4	cluster_4	0.8289
290	Spectrogram 1	1	492.000000	493.250000	0	0	noise	cluster_noise	0.0000
291	Spectrogram 1	1	493.000000	493.500000	0	0	26	cluster_26	0.8411
292	Spectrogram 1	1	494.000000	494.500000	0	0	3	cluster_3	1.0000
293	Spectrogram 1	1	494.250000	494.750000	0	0	noise	cluster_noise	0.0000
294	Spectrogram 1	1	494.500000	495.250000	0	0	9	cluster_9	0.8401
295	Spectrogram 1	1	495.000000	495.750000	0	0	26	cluster_26	0.9412
296	Spectrogram 1	1	495.500000	496.000000	0	0	13	cluster_13	1.0000
297	Spectrogram 1	1	495.750000	496.250000	0	0	noise	cluster_noise	0.0000
298	Spectrogram 1	1	496.000000	496.500000	0	0	3	cluster_3	1.0000
299	Spectrogram 1	1	496.250000	497.000000	0	0	noise	cluster_noise	0.0000
300	Spectrogram 1	1	496.750000	497.250000	0	0	3	cluster_3	1.0000
301	Spectrogram 1	1	497.000000	497.750000	0	0	noise	cluster_noise	0.0000
302	Spectrogram 1	1	497.500000	498.000000	0	0	26	cluster_26	0.8411
303	Spectrogram 1	1	497.750000	498.250000	0	0	noise	cluster_noise	0.0000
304	Spectrogram 1	1	498.000000	498.500000	0	0	13	cluster_13	0.8973
305	Spectrogram 1	1	498.250000	500.250000	0	0	noise	cluster_noise	0.0000
306	Spectrogram 1	1	500.000000	500.500000	0	0	13	cluster_13	0.4764
307	Spectrogram 1	1	500.250000	500.750000	0	0	noise	cluster_noise	0.0000
308	Spectrogram 1	1	500.500000	501.000000	0	0	9	cluster_9	0.8097
309	Spectrogram 1	1	500.750000	501.250000	0	0	noise	cluster_noise	0.0000
310	Spectrogram 1	1	501.000000	501.750000	0	0	3	cluster_3	0.9779
311	Spectrogram 1	1	501.500000	502.750000	0	0	noise	cluster_noise	0.0000
312	Spectrogram 1	1	502.500000	503.000000	0	0	3	cluster_3	1.0000
313	Spectrogram 1	1	502.750000	503.500000	0	0	noise	cluster_noise	0.0000
314	Spectrogram 1	1	503.250000	503.750000	0	0	3	cluster_3	1.0000
315	Spectrogram 1	1	503.500000	504.000000	0	0	noise	cluster_noise	0.0000
