Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
184	Spectrogram 1	1	45.750000	46.250000	0	0	5	cluster_5	1.0000
185	Spectrogram 1	1	46.000000	46.500000	0	0	5	cluster_5	1.0000
186	Spectrogram 1	1	46.250000	46.750000	0	0	5	cluster_5	0.8257
187	Spectrogram 1	1	46.500000	47.000000	0	0	5	cluster_5	0.8343
188	Spectrogram 1	1	46.750000	47.250000	0	0	5	cluster_5	0.7910
189	Spectrogram 1	1	47.000000	47.500000	0	0	5	cluster_5	1.0000
190	Spectrogram 1	1	47.250000	47.750000	0	0	5	cluster_5	1.0000
191	Spectrogram 1	1	47.500000	48.000000	0	0	5	cluster_5	1.0000
192	Spectrogram 1	1	47.750000	48.250000	0	0	5	cluster_5	1.0000
193	Spectrogram 1	1	48.000000	48.500000	0	0	5	cluster_5	0.8832
194	Spectrogram 1	1	48.250000	48.750000	0	0	5	cluster_5	0.7902
195	Spectrogram 1	1	48.500000	49.000000	0	0	5	cluster_5	1.0000
196	Spectrogram 1	1	48.750000	49.250000	0	0	5	cluster_5	0.7193
197	Spectrogram 1	1	49.000000	49.500000	0	0	5	cluster_5	0.6988
198	Spectrogram 1	1	49.250000	49.750000	0	0	5	cluster_5	1.0000
199	Spectrogram 1	1	49.500000	50.000000	0	0	5	cluster_5	0.7202
200	Spectrogram 1	1	49.750000	50.250000	0	0	5	cluster_5	0.7729
201	Spectrogram 1	1	50.000000	50.500000	0	0	5	cluster_5	1.0000
202	Spectrogram 1	1	50.250000	50.750000	0	0	5	cluster_5	0.8175
203	Spectrogram 1	1	50.500000	51.000000	0	0	5	cluster_5	0.9362
204	Spectrogram 1	1	50.750000	51.250000	0	0	5	cluster_5	0.7288
205	Spectrogram 1	1	51.000000	51.500000	0	0	5	cluster_5	0.5730
206	Spectrogram 1	1	51.250000	51.750000	0	0	5	cluster_5	0.7879
207	Spectrogram 1	1	51.500000	52.000000	0	0	5	cluster_5	0.6018
208	Spectrogram 1	1	51.750000	52.250000	0	0	5	cluster_5	1.0000
209	Spectrogram 1	1	52.000000	52.500000	0	0	5	cluster_5	1.0000
210	Spectrogram 1	1	52.250000	52.750000	0	0	5	cluster_5	1.0000
211	Spectrogram 1	1	52.500000	53.000000	0	0	5	cluster_5	0.9907
212	Spectrogram 1	1	52.750000	53.250000	0	0	5	cluster_5	0.9478
213	Spectrogram 1	1	53.000000	53.500000	0	0	5	cluster_5	0.8616
214	Spectrogram 1	1	53.250000	53.750000	0	0	5	cluster_5	0.8195
215	Spectrogram 1	1	53.500000	54.000000	0	0	5	cluster_5	0.6999
216	Spectrogram 1	1	53.750000	54.250000	0	0	5	cluster_5	0.7726
217	Spectrogram 1	1	54.000000	54.500000	0	0	5	cluster_5	0.6774
218	Spectrogram 1	1	54.250000	54.750000	0	0	5	cluster_5	0.7840
219	Spectrogram 1	1	54.500000	55.000000	0	0	5	cluster_5	0.8153
220	Spectrogram 1	1	54.750000	55.250000	0	0	5	cluster_5	0.7701
221	Spectrogram 1	1	55.000000	55.500000	0	0	5	cluster_5	0.6977
222	Spectrogram 1	1	55.250000	55.750000	0	0	5	cluster_5	0.9599
223	Spectrogram 1	1	55.500000	56.000000	0	0	5	cluster_5	1.0000
224	Spectrogram 1	1	55.750000	56.250000	0	0	5	cluster_5	0.7136
225	Spectrogram 1	1	56.000000	56.500000	0	0	5	cluster_5	0.9522
226	Spectrogram 1	1	56.250000	56.750000	0	0	5	cluster_5	0.9835
227	Spectrogram 1	1	56.500000	57.000000	0	0	5	cluster_5	0.7841
228	Spectrogram 1	1	56.750000	57.250000	0	0	5	cluster_5	0.7077
229	Spectrogram 1	1	57.000000	57.500000	0	0	5	cluster_5	0.7378
230	Spectrogram 1	1	57.250000	57.750000	0	0	5	cluster_5	0.6943
231	Spectrogram 1	1	57.500000	58.000000	0	0	5	cluster_5	0.7568
232	Spectrogram 1	1	57.750000	58.250000	0	0	5	cluster_5	0.7215
233	Spectrogram 1	1	58.000000	58.500000	0	0	noise	cluster_noise	0.0000
234	Spectrogram 1	1	58.250000	58.750000	0	0	5	cluster_5	0.8690
235	Spectrogram 1	1	58.500000	59.000000	0	0	5	cluster_5	0.8223
236	Spectrogram 1	1	58.750000	59.250000	0	0	5	cluster_5	1.0000
237	Spectrogram 1	1	59.000000	59.500000	0	0	5	cluster_5	1.0000
238	Spectrogram 1	1	59.250000	59.750000	0	0	5	cluster_5	0.9580
239	Spectrogram 1	1	59.500000	60.000000	0	0	5	cluster_5	0.9367
240	Spectrogram 1	1	59.750000	60.250000	0	0	5	cluster_5	0.8853
241	Spectrogram 1	1	60.000000	60.500000	0	0	5	cluster_5	1.0000
