embedder_type,window_sec,hop_sec,perch_padding,umap_dims,mcs,eps,n_clusters,noise_pct,dbcv,median_sz,min_sz,max_sz,t_umap_s,t_hdbscan_s,detsim,nmi,ari,homog,mean_total_score
perch,1.5,0.25,repeat,10,50,0.0,39,14.6,0.3766,322,56,14824,69.4,7.7,0.7472,0.6135,0.4412,0.6042,0.601525
perch,3.0,3.0,repeat,2,50,0.0,12,6.0,0.3761,310,56,2178,27.0,0.1,0.8863,0.6334,0.3433,0.5423,0.6013249999999999
perch,1.0,0.25,zero,5,200,0.0,26,21.0,0.3191,1129,231,10346,67.4,7.5,0.6648,0.6115,0.5184,0.607,0.600425
perch,1.0,0.25,zero,5,50,0.0,38,19.9,0.3357,774,52,9254,67.4,6.7,0.6599,0.606,0.518,0.6169,0.6002000000000001
perch,2.5,2.0,zero,30,200,0.0,8,7.0,0.2268,1019,212,1736,20.5,1.0,0.8513,0.5926,0.4377,0.5156,0.5992999999999999
perch,1.5,1.0,zero,10,200,0.0,14,15.3,0.345,591,293,4835,16.6,5.7,0.7012,0.638,0.4487,0.606,0.598475
perch,1.0,0.25,repeat,5,200,0.0,16,7.7,0.3986,2655,236,20271,68.2,9.0,0.6967,0.624,0.4727,0.5997,0.598275
perch,1.0,0.25,zero,2,50,0.0,55,20.3,0.3032,376,50,6550,73.1,5.9,0.6667,0.5878,0.4994,0.6385,0.5981
perch,1.0,0.25,zero,15,50,0.0,37,21.1,0.3247,848,50,8940,79.6,13.0,0.6451,0.6061,0.522,0.6167,0.597475
perch,1.0,0.25,zero,30,100,0.0,29,19.6,0.4247,1121,102,10742,98.6,9.5,0.6667,0.6077,0.509,0.6056,0.59725
perch,1.5,1.0,repeat,2,200,0.0,10,7.3,0.4546,1231,364,3825,30.4,5.3,0.7766,0.6084,0.4532,0.5446,0.5957
perch,1.0,0.5,zero,5,100,0.0,24,24.0,0.2774,745,150,3461,34.0,7.9,0.6352,0.6059,0.5245,0.6168,0.5955999999999999
perch,1.0,0.25,zero,10,100,0.0,28,18.0,0.4612,1141,127,10763,72.9,7.7,0.6793,0.6022,0.5019,0.5983,0.595425
perch,1.0,0.25,repeat,20,100,0.0,25,15.8,0.4223,1271,117,20310,80.9,8.7,0.6312,0.6393,0.4639,0.6458,0.59505
perch,2.0,2.0,repeat,15,200,0.0,8,7.4,0.4073,981,201,1690,18.6,0.9,0.8266,0.5861,0.4557,0.5115,0.594975
perch,1.5,0.25,repeat,20,100,0.0,23,14.3,0.5291,1128,127,14807,77.4,9.9,0.7726,0.6081,0.4338,0.5628,0.594325
perch,1.0,0.25,zero,20,100,0.0,29,18.8,0.4477,1121,112,10497,81.4,8.3,0.6705,0.6015,0.4974,0.6052,0.59365
perch,1.0,0.25,zero,5,100,0.0,30,19.9,0.4561,1100,107,10903,67.4,6.9,0.6667,0.602,0.5017,0.6015,0.592975
perch,1.5,1.5,repeat,2,200,0.0,10,14.1,0.3252,780,235,2677,26.6,0.4,0.7119,0.6142,0.4866,0.5562,0.592225
perch,1.0,0.5,zero,15,100,0.0,24,23.5,0.3326,743,134,3648,39.2,7.0,0.6336,0.6022,0.5193,0.613,0.592025
perch,1.5,0.5,repeat,5,100,0.0,15,7.9,0.3165,1180,174,7842,31.9,5.9,0.7713,0.6168,0.4052,0.5734,0.5916750000000001
perch,1.0,0.25,zero,30,50,0.0,40,19.5,0.3378,555,52,10749,98.6,9.0,0.6597,0.5972,0.4987,0.6054,0.5902499999999999
perch,1.0,0.5,repeat,2,50,0.0,28,10.3,0.2549,528,67,6282,44.6,5.1,0.7131,0.5893,0.4708,0.5822,0.5888500000000001
perch,1.0,0.25,zero,10,200,0.0,24,17.7,0.3766,1256,201,10498,72.9,8.4,0.6875,0.5932,0.4961,0.5771,0.588475
perch,1.0,0.25,zero,20,200,0.0,24,18.7,0.4013,1215,204,10576,81.4,8.9,0.6872,0.594,0.4963,0.5763,0.58845
perch,1.5,1.5,zero,30,100,0.0,14,14.7,0.513,466,145,3229,12.7,1.2,0.7056,0.6199,0.4325,0.5912,0.5872999999999999
perch,2.0,1.5,zero,2,100,0.0,11,6.1,0.3879,478,112,4679,26.0,0.9,0.8347,0.6196,0.3586,0.5361,0.58725
perch,1.5,0.5,repeat,20,200,0.0,13,9.3,0.4731,1511,239,7742,36.1,8.6,0.7594,0.6127,0.4071,0.5651,0.586075
perch,1.5,0.5,repeat,30,200,0.0,12,8.9,0.3627,1735,702,7778,42.6,7.4,0.7629,0.6105,0.41,0.5601,0.585875
perch,1.0,0.5,repeat,30,50,0.0,23,15.2,0.4562,643,72,10434,52.3,12.5,0.6316,0.6263,0.4586,0.6264,0.5857249999999999
perch,1.0,0.25,repeat,2,50,0.0,32,8.3,0.2091,609,66,17042,73.9,6.2,0.696,0.5984,0.4561,0.5899,0.5851
perch,3.0,3.0,repeat,15,100,0.0,9,3.8,0.2629,379,126,2176,12.3,0.8,0.8995,0.6024,0.3336,0.503,0.5846250000000001
perch,1.5,0.5,repeat,5,50,0.0,13,2.4,0.3649,1283,94,7871,31.9,5.8,0.82,0.5904,0.3992,0.5231,0.583175
perch,1.0,0.25,zero,15,100,0.0,29,20.2,0.4162,1064,123,10572,79.6,9.5,0.6612,0.5916,0.4851,0.5935,0.5828500000000001
perch,1.0,0.5,repeat,2,200,0.0,20,15.9,0.2124,744,226,6337,44.6,5.5,0.6426,0.5913,0.5062,0.5899,0.5825
perch,1.5,0.5,repeat,15,100,0.0,16,8.9,0.2832,1047,173,7773,36.8,6.5,0.7633,0.6139,0.3746,0.5775,0.582325
perch,1.5,0.5,repeat,20,100,0.0,13,4.1,0.2837,1237,175,7726,36.1,8.4,0.8055,0.594,0.3937,0.529,0.58055
perch,1.0,0.5,zero,10,100,0.0,21,20.0,0.4545,744,229,4908,36.4,6.6,0.6658,0.5872,0.4963,0.5707,0.5800000000000001
perch,1.0,1.0,repeat,15,50,0.0,18,12.2,0.5005,404,61,5169,18.1,5.8,0.6561,0.6089,0.462,0.5927,0.579925
perch,1.5,1.5,repeat,30,200,0.0,9,6.4,0.3047,1092,237,2703,12.9,0.8,0.784,0.5824,0.4369,0.5143,0.5794
perch,3.0,3.0,repeat,5,50,0.0,10,2.8,0.26,383,53,2159,10.9,0.7,0.9083,0.5904,0.3311,0.4876,0.5793499999999999
perch,3.0,3.0,repeat,15,50,0.0,10,2.7,0.4653,380,55,2175,12.3,0.7,0.9099,0.5909,0.3278,0.4871,0.5789249999999999
perch,1.0,0.5,zero,20,50,0.0,27,17.3,0.334,552,51,5138,39.6,8.3,0.6837,0.5777,0.4861,0.5643,0.57795
perch,1.0,0.5,zero,15,50,0.0,33,26.6,0.3188,430,52,3533,39.2,7.0,0.5979,0.5905,0.5129,0.6103,0.5779000000000001
perch,1.0,0.25,repeat,5,50,0.0,26,10.7,0.5966,465,64,20376,68.2,8.0,0.6682,0.6139,0.4449,0.5844,0.57785
perch,1.5,1.0,repeat,5,50,0.0,13,3.3,0.195,590,87,3862,15.8,7.2,0.8117,0.5857,0.3921,0.5218,0.577825
perch,1.0,0.25,repeat,15,100,0.0,21,10.8,0.5478,1273,113,20437,79.9,8.3,0.6684,0.6104,0.4488,0.5814,0.5772499999999999
perch,1.5,1.0,repeat,10,50,0.0,13,4.7,0.4619,567,84,3881,16.6,5.5,0.8,0.5903,0.3925,0.5246,0.5768500000000001
perch,1.5,1.0,repeat,15,50,0.0,13,3.3,0.5458,608,85,3918,17.9,5.9,0.8106,0.5846,0.39,0.5205,0.576425
perch,1.0,0.5,zero,5,50,0.0,28,19.5,0.4887,539,51,5133,34.0,7.6,0.6692,0.5802,0.4882,0.5672,0.5762
perch,1.0,1.0,repeat,20,100,0.0,15,14.5,0.4018,538,120,5171,17.8,5.8,0.6384,0.6123,0.4643,0.5897,0.576175
perch,1.0,1.0,repeat,5,50,0.0,20,14.8,0.5378,316,63,5168,16.1,5.7,0.6341,0.6124,0.4543,0.6014,0.57555
perch,1.0,1.0,repeat,30,100,0.0,15,13.1,0.3956,539,114,5180,20.4,5.8,0.6472,0.6084,0.4601,0.5853,0.57525
perch,1.5,0.5,repeat,2,200,0.0,10,5.4,0.5309,2029,729,7588,46.1,6.9,0.7977,0.5862,0.4032,0.5137,0.5752
perch,1.0,1.0,zero,15,50,0.0,25,23.3,0.3656,262,54,2349,17.8,5.5,0.6322,0.5835,0.4991,0.5832,0.5745
perch,1.0,1.0,zero,5,50,0.0,26,24.0,0.2516,305,55,1796,15.9,5.5,0.6179,0.5829,0.4969,0.5984,0.574025
perch,1.0,1.0,zero,10,50,0.0,23,23.6,0.1658,381,52,2281,16.9,5.5,0.636,0.5806,0.5032,0.572,0.5729500000000001
perch,1.0,0.5,repeat,15,200,0.0,14,16.4,0.4601,1141,324,10310,38.7,7.1,0.6226,0.6179,0.4619,0.5889,0.5728249999999999
perch,1.0,0.25,repeat,10,100,0.0,21,8.7,0.2073,1274,113,20477,74.4,8.1,0.6847,0.5995,0.4313,0.5756,0.572775
perch,1.5,0.5,repeat,30,100,0.0,14,4.7,0.4276,1010,172,7725,42.6,7.1,0.8011,0.5895,0.3667,0.5316,0.572225
perch,1.5,1.5,zero,5,200,0.0,10,13.9,0.5144,746,228,3091,10.4,1.0,0.7261,0.5985,0.4254,0.5366,0.57165
perch,2.5,0.25,repeat,2,200,0.0,31,42.8,0.3601,690,204,7944,67.1,6.1,0.5477,0.6307,0.4361,0.669,0.570875
perch,1.5,1.5,repeat,2,50,0.0,13,4.9,0.6147,399,54,2644,26.6,0.2,0.7954,0.581,0.3908,0.5163,0.570875
perch,1.5,1.0,repeat,5,100,0.0,12,6.6,0.285,814,148,3885,15.8,7.2,0.782,0.5825,0.3894,0.5266,0.570125
perch,1.0,0.5,zero,10,50,0.0,29,19.4,0.3907,554,84,5216,36.4,6.6,0.657,0.5728,0.4747,0.5757,0.57005
perch,1.5,1.5,repeat,10,50,0.0,13,5.3,0.3686,396,58,2670,11.0,0.3,0.7917,0.5807,0.3896,0.5165,0.5696249999999999
perch,1.5,1.5,repeat,5,50,0.0,13,5.8,0.5312,392,61,2653,10.4,0.3,0.7882,0.5817,0.3898,0.5174,0.569275
perch,1.0,1.0,repeat,10,100,0.0,14,13.0,0.3361,647,117,5171,17.4,6.8,0.646,0.6039,0.4514,0.5725,0.56845
perch,2.0,1.5,zero,2,200,0.0,9,9.0,0.371,642,247,4672,26.0,1.0,0.8081,0.6068,0.3481,0.5107,0.5684250000000001
perch,1.5,1.5,zero,10,200,0.0,10,14.2,0.5228,732,217,3203,11.0,1.2,0.7138,0.5986,0.4206,0.5368,0.56745
perch,1.5,1.5,repeat,10,100,0.0,12,11.8,0.3572,489,213,2700,11.0,0.4,0.7304,0.5948,0.3947,0.5429,0.5657000000000001
perch,1.5,1.5,repeat,30,50,0.0,13,5.3,0.3776,374,58,2712,12.9,0.6,0.7916,0.5749,0.3828,0.5101,0.56485
perch,1.0,0.5,repeat,10,50,0.0,16,12.8,0.5166,991,138,10173,35.5,5.7,0.6503,0.6094,0.4207,0.5788,0.5648
perch,1.0,0.25,repeat,2,100,0.0,21,3.7,0.5296,1298,129,17169,73.9,6.4,0.7326,0.5714,0.4199,0.5338,0.564425
perch,1.5,1.0,repeat,20,100,0.0,10,2.4,0.4477,1154,138,3861,17.5,7.0,0.8197,0.5596,0.3821,0.4846,0.5615
perch,2.0,0.5,zero,20,200,0.0,9,3.3,0.6134,1855,780,15937,34.7,6.3,0.8638,0.5875,0.3038,0.4885,0.5609000000000001
perch,1.0,0.25,repeat,20,50,0.0,20,5.2,0.7437,774,71,20390,80.9,8.4,0.7149,0.5816,0.4173,0.5296,0.56085
perch,2.5,0.25,repeat,2,100,0.0,75,37.6,0.1986,287,100,3287,67.1,5.6,0.5903,0.5975,0.335,0.7199,0.560675
perch,1.0,0.5,repeat,2,100,0.0,18,4.8,0.1163,633,113,10402,44.6,5.2,0.716,0.5712,0.4034,0.5356,0.55655
perch,1.0,1.0,repeat,2,50,0.0,26,17.5,0.5135,286,50,5172,31.0,5.6,0.6139,0.596,0.3782,0.6182,0.5515749999999999
perch,2.5,0.25,repeat,2,50,0.0,195,34.2,0.1582,113,50,2528,67.1,5.4,0.614,0.5668,0.2401,0.7726,0.5483750000000001
perch,1.0,0.25,zero,2,200,0.0,17,5.8,0.5421,1725,249,22019,73.1,6.7,0.7054,0.5644,0.3915,0.527,0.547075
perch,3.0,0.5,repeat,2,100,0.0,15,5.7,0.3194,578,104,15286,40.9,6.7,0.8867,0.5703,0.2562,0.464,0.5443
perch,3.0,0.25,zero,5,200,0.0,33,37.0,0.2065,777,224,4552,61.5,7.6,0.5951,0.5921,0.356,0.6339,0.544275
perch,1.0,0.25,repeat,15,50,0.0,22,12.1,0.2705,873,51,15462,79.9,8.3,0.6777,0.5758,0.3987,0.5235,0.543925
perch,3.0,0.25,zero,10,200,0.0,34,37.7,0.2694,838,232,4056,67.3,7.7,0.5917,0.5851,0.3467,0.6366,0.540025
perch,1.0,0.5,repeat,5,100,0.0,14,8.6,0.4009,1237,126,10239,32.9,5.7,0.6819,0.573,0.3761,0.5271,0.5395249999999999
perch,3.0,0.25,zero,5,100,0.0,80,40.0,0.1981,268,100,3229,61.5,7.1,0.5716,0.578,0.2995,0.7072,0.539075
perch,1.0,0.5,repeat,10,100,0.0,15,9.8,0.4274,1201,126,10294,35.5,5.8,0.6744,0.5768,0.3659,0.5364,0.5383749999999999
perch,3.0,0.25,zero,30,100,0.0,78,38.8,0.2981,276,105,4013,86.7,9.0,0.5842,0.5747,0.2939,0.6956,0.5371
perch,3.0,0.25,zero,15,200,0.0,35,40.0,0.2052,843,202,4231,83.9,9.5,0.5656,0.5892,0.3502,0.6405,0.5363749999999999
perch,3.0,0.25,zero,15,100,0.0,72,33.2,0.2494,277,103,4374,83.9,9.0,0.6246,0.5629,0.2905,0.6637,0.535425
perch,1.0,0.5,repeat,15,100,0.0,15,10.8,0.4347,1057,125,10367,38.7,6.8,0.6644,0.577,0.3629,0.5347,0.5347500000000001
perch,3.0,0.25,repeat,30,100,0.0,79,35.5,0.1612,302,103,2423,93.6,9.5,0.6046,0.5758,0.2586,0.6984,0.53435
perch,1.0,0.5,repeat,30,100,0.0,15,10.7,0.3035,1142,128,10402,52.3,7.7,0.6653,0.5761,0.3617,0.5342,0.5343249999999999
perch,1.0,1.0,repeat,20,50,0.0,14,9.5,0.3228,592,62,5173,17.8,5.7,0.6744,0.5682,0.373,0.5212,0.5342
perch,3.0,0.25,repeat,10,50,0.0,188,32.3,0.1968,115,50,2409,67.8,6.4,0.6274,0.5577,0.1953,0.7548,0.5337999999999999
perch,3.0,0.25,repeat,5,100,0.0,83,39.5,0.2438,257,101,2531,64.4,7.8,0.5673,0.5814,0.2693,0.7153,0.533325
perch,3.0,0.25,repeat,5,50,0.0,199,34.0,0.264,118,51,2606,64.4,7.5,0.6112,0.5604,0.1911,0.7676,0.532575
perch,3.0,0.25,repeat,2,100,0.0,82,39.2,0.2526,282,103,2767,68.5,8.9,0.5764,0.5797,0.2634,0.7103,0.53245
perch,3.0,0.25,zero,10,100,0.0,70,32.8,0.2501,319,106,4346,67.3,7.2,0.6345,0.5581,0.2758,0.6612,0.5324
perch,3.0,0.25,repeat,20,100,0.0,83,37.7,0.1652,268,100,2416,77.2,7.7,0.5785,0.5819,0.2537,0.7135,0.5319
perch,2.5,1.0,repeat,2,200,0.0,8,1.5,0.222,913,394,8952,29.8,5.2,0.9054,0.5495,0.233,0.4332,0.5302749999999999
perch,3.0,0.25,zero,5,50,0.0,195,33.2,0.236,114,50,3129,61.5,7.0,0.6315,0.5448,0.2056,0.7378,0.529925
perch,3.0,0.25,repeat,30,50,0.0,189,30.6,0.1975,115,52,2659,93.6,9.0,0.6402,0.5485,0.1921,0.7384,0.5297999999999999
perch,3.0,0.25,zero,15,50,0.0,191,33.2,0.1789,110,52,2921,83.9,8.7,0.6278,0.5437,0.2088,0.7354,0.5289250000000001
perch,3.0,0.25,zero,10,50,0.0,187,31.4,0.2081,114,50,3125,67.3,6.9,0.651,0.5386,0.2047,0.7211,0.5288499999999999
perch,2.0,2.0,repeat,10,200,0.0,6,8.8,0.2248,1332,452,2020,17.4,0.9,0.8105,0.5163,0.363,0.4251,0.528725
perch,3.0,0.25,repeat,30,200,0.0,42,46.4,0.2145,677,203,2693,93.6,10.1,0.4989,0.6003,0.3316,0.6836,0.5286
perch,3.0,0.25,repeat,20,50,0.0,194,32.1,0.1711,113,50,2286,77.2,7.5,0.6288,0.5512,0.1833,0.7486,0.5279750000000001
perch,1.0,1.0,repeat,10,50,0.0,15,11.7,0.5155,472,63,5174,17.4,6.7,0.658,0.5681,0.3614,0.5238,0.527825
perch,3.0,0.25,zero,2,200,0.0,31,44.2,0.1518,739,222,4306,67.0,7.6,0.5464,0.579,0.3706,0.6127,0.527175
perch,3.0,0.25,zero,30,200,0.0,34,41.5,0.1921,701,209,6295,86.7,9.4,0.5499,0.5828,0.3519,0.6228,0.52685
perch,3.0,0.25,repeat,15,100,0.0,81,38.3,0.1967,269,106,2478,73.5,7.0,0.576,0.5709,0.2487,0.7068,0.5256
perch,1.0,0.5,repeat,15,50,0.0,12,3.8,0.5609,1159,98,10337,38.7,6.6,0.721,0.541,0.367,0.4715,0.525125
perch,3.0,0.25,zero,20,50,0.0,195,31.6,0.2156,121,50,2798,74.0,8.8,0.6447,0.5361,0.1906,0.7287,0.525025
perch,2.5,1.0,zero,2,200,0.0,8,2.7,0.1431,856,393,8954,29.3,5.3,0.8937,0.5466,0.23,0.4297,0.525
perch,2.5,1.0,zero,2,100,0.0,8,1.5,0.4674,934,393,8969,29.3,5.2,0.9041,0.5403,0.2289,0.4259,0.5247999999999999
perch,3.0,0.25,repeat,20,200,0.0,41,45.5,0.2481,670,213,2343,77.2,8.4,0.505,0.5954,0.3232,0.6755,0.524775
perch,3.0,0.25,repeat,15,200,0.0,43,46.4,0.2218,655,204,2391,73.5,7.5,0.5016,0.5957,0.317,0.6837,0.5245
perch,3.0,0.25,zero,30,50,0.0,204,33.3,0.209,103,50,3168,86.7,8.8,0.6248,0.5381,0.1997,0.7354,0.5245
perch,3.0,0.25,repeat,10,100,0.0,67,28.2,0.1167,266,102,16846,67.8,6.8,0.6864,0.5489,0.2568,0.581,0.518275
perch,0.5,0.25,zero,15,100,0.0,30,35.7,0.3022,885,103,9165,108.2,13.0,0.4563,0.5534,0.4756,0.5844,0.517425
perch,1.5,1.5,repeat,20,50,0.0,12,5.5,0.7595,328,56,3357,11.6,0.6,0.7911,0.5313,0.2947,0.4511,0.51705
perch,3.0,0.25,zero,20,100,0.0,77,37.8,0.2527,286,103,4467,74.0,9.3,0.577,0.5571,0.2602,0.6739,0.51705
perch,3.0,0.25,zero,2,100,0.0,61,40.0,0.2412,361,104,3001,67.0,6.9,0.5766,0.5557,0.2834,0.6522,0.516975
perch,3.0,0.25,repeat,2,50,0.0,204,36.3,0.2171,117,50,1802,68.5,8.8,0.5987,0.5485,0.1487,0.7658,0.515425
perch,1.0,1.0,repeat,30,50,0.0,12,5.9,0.5602,711,63,5181,20.4,5.8,0.702,0.536,0.3449,0.4788,0.515425
perch,0.5,0.25,zero,30,50,0.0,45,34.0,0.3486,362,52,9156,130.2,12.1,0.4876,0.5434,0.4656,0.5598,0.5141
perch,3.0,0.25,zero,2,50,0.0,197,36.2,0.2759,108,51,3173,67.0,6.8,0.6083,0.5255,0.2092,0.7127,0.513925
perch,1.5,1.5,repeat,15,50,0.0,12,5.9,0.7978,320,56,3356,11.6,0.4,0.7856,0.5285,0.2915,0.447,0.51315
perch,0.5,0.25,zero,20,200,0.0,21,29.9,0.206,1479,201,8580,107.6,13.4,0.527,0.5344,0.4707,0.5176,0.5124249999999999
perch,3.0,0.25,repeat,15,50,0.0,201,33.8,0.2022,114,50,1635,73.5,6.8,0.6114,0.5405,0.1488,0.7456,0.511575
perch,2.0,1.5,repeat,2,200,0.0,8,2.9,0.2925,775,269,4675,26.5,0.4,0.8674,0.5153,0.2462,0.4146,0.510875
perch,0.5,0.25,zero,5,200,0.0,21,30.5,0.3896,1534,359,8605,73.4,10.0,0.5083,0.5362,0.4722,0.5258,0.510625
perch,2.0,1.5,repeat,15,200,0.0,8,4.7,0.214,783,267,4627,11.4,0.6,0.8517,0.5212,0.2473,0.4185,0.509675
perch,0.5,0.25,zero,30,100,0.0,25,29.2,0.1471,1367,114,10024,130.2,12.0,0.4653,0.5361,0.4753,0.5548,0.5078750000000001
perch,3.0,2.5,zero,2,100,0.0,7,3.0,0.3005,357,154,3747,28.7,0.7,0.9036,0.5179,0.2015,0.3941,0.504275
perch,0.5,0.5,zero,10,100,0.0,24,34.8,0.2712,665,117,4379,36.6,8.1,0.4534,0.5356,0.4673,0.5518,0.5020249999999999
perch,2.5,1.5,zero,15,50,0.0,8,0.5,0.2263,622,66,6547,12.0,0.9,0.9104,0.5121,0.1921,0.3901,0.5011749999999999
perch,0.5,0.5,zero,20,100,0.0,23,32.7,0.284,701,178,3535,39.9,7.6,0.4895,0.5278,0.4542,0.5308,0.500575
perch,2.5,1.0,repeat,30,200,0.0,7,0.5,0.4806,1077,395,9773,19.5,5.5,0.9101,0.5078,0.1914,0.3851,0.4986
perch,1.0,0.25,repeat,15,200,0.0,13,6.9,0.207,2297,245,20458,79.9,8.8,0.6967,0.5347,0.2869,0.4725,0.4976999999999999
perch,2.5,2.5,repeat,15,100,0.0,7,0.4,0.4254,390,160,3893,14.8,0.8,0.9107,0.5038,0.1928,0.3826,0.497475
perch,2.5,1.0,repeat,10,100,0.0,7,1.0,0.5498,1032,394,9769,15.6,4.9,0.9063,0.5065,0.1902,0.3836,0.4966499999999999
perch,3.0,0.25,repeat,2,200,0.0,35,42.0,0.2521,592,227,6440,68.5,9.5,0.5508,0.5614,0.2666,0.6069,0.496425
perch,3.0,2.5,zero,2,50,0.0,8,0.4,0.3235,345,63,3747,28.7,0.7,0.9224,0.4928,0.1822,0.3788,0.49405
perch,2.5,1.5,zero,2,100,0.0,7,1.1,0.2982,658,262,6563,25.6,0.8,0.9059,0.5005,0.1877,0.3784,0.49312500000000004
perch,3.0,1.0,zero,5,50,0.0,7,0.0,0.5092,1153,167,9882,14.7,5.4,0.9269,0.494,0.1812,0.3701,0.49305
perch,2.5,2.5,zero,30,100,0.0,7,1.0,0.2353,361,159,3950,16.5,0.3,0.9061,0.5009,0.1867,0.3783,0.49300000000000005
perch,0.5,0.25,zero,30,200,0.0,22,33.4,0.3063,1585,315,8700,130.2,12.8,0.4862,0.5259,0.4368,0.5223,0.4928
perch,0.5,0.25,zero,20,50,0.0,47,32.9,0.4056,348,55,9898,107.6,12.1,0.4821,0.5219,0.4217,0.5436,0.492325
perch,0.5,0.25,zero,5,100,0.0,24,28.8,0.3226,1330,112,9275,73.4,9.5,0.5127,0.5218,0.4176,0.5115,0.4909
perch,2.5,1.5,zero,30,50,0.0,7,0.4,0.125,1086,66,6538,12.1,1.0,0.9112,0.4931,0.19,0.3682,0.49062500000000003
perch,2.5,1.5,zero,20,50,0.0,7,0.7,0.1259,1087,66,6531,10.9,0.9,0.9087,0.4934,0.1901,0.3684,0.49015
perch,3.0,2.0,zero,15,100,0.0,6,0.6,0.2552,938,187,4758,18.1,0.8,0.9206,0.4822,0.1943,0.3604,0.489375
perch,0.5,0.25,repeat,10,50,0.0,35,25.9,0.1127,282,50,25259,76.6,9.8,0.4567,0.5716,0.3592,0.5697,0.48929999999999996
perch,2.5,2.5,repeat,20,100,0.0,6,1.1,0.1366,722,160,3845,14.4,0.8,0.9041,0.491,0.1954,0.3658,0.48907500000000004
perch,1.5,1.5,repeat,20,200,0.0,7,5.8,0.4884,1453,240,3357,11.6,0.7,0.7892,0.487,0.2823,0.3933,0.48795
perch,0.5,0.25,repeat,5,200,0.0,17,23.2,0.1441,955,237,24251,70.4,10.1,0.489,0.5546,0.3793,0.5275,0.48760000000000003
perch,0.5,0.5,zero,30,50,0.0,27,31.4,0.1459,599,65,4497,45.6,7.1,0.4645,0.5181,0.424,0.5426,0.4873
perch,2.5,2.5,repeat,30,100,0.0,6,0.2,0.3044,731,158,3887,16.4,0.9,0.9128,0.4837,0.1901,0.3597,0.486575
perch,0.5,0.25,zero,20,100,0.0,25,30.2,0.1016,1356,115,8753,107.6,12.6,0.5074,0.5223,0.398,0.5182,0.48647500000000005
perch,2.5,2.0,repeat,10,100,0.0,6,0.0,0.3544,900,194,4883,17.1,0.8,0.9165,0.4831,0.1863,0.3586,0.486125
perch,2.5,2.5,repeat,10,100,0.0,6,0.5,0.1948,723,158,3890,13.8,0.8,0.9106,0.4842,0.1896,0.36,0.4861
perch,2.5,2.5,zero,15,100,0.0,6,0.3,0.3363,705,158,3946,14.6,0.2,0.9121,0.4838,0.1864,0.3587,0.48525
perch,0.5,0.5,zero,15,100,0.0,23,31.8,0.2944,659,179,4403,40.1,8.6,0.479,0.5184,0.421,0.5225,0.48522499999999996
perch,2.5,2.5,zero,15,50,0.0,6,0.3,0.4466,705,158,3946,14.6,0.2,0.9119,0.4838,0.1864,0.3587,0.4852
perch,2.5,2.5,zero,20,50,0.0,6,0.3,0.3517,703,158,3950,14.3,0.2,0.9118,0.4835,0.1862,0.3584,0.484975
perch,0.5,0.5,repeat,30,50,0.0,31,28.6,0.1779,346,50,10545,47.8,9.2,0.4642,0.5517,0.3493,0.5746,0.48495
perch,2.5,2.5,zero,10,100,0.0,6,0.2,0.3334,703,158,3947,13.8,0.2,0.9131,0.4827,0.1858,0.3578,0.48485
perch,3.0,0.25,repeat,5,200,0.0,28,35.3,0.3834,703,219,18236,64.4,8.3,0.6202,0.5466,0.2574,0.5145,0.48467499999999997
perch,2.5,2.5,zero,10,50,0.0,6,0.3,0.4552,703,158,3947,13.8,0.2,0.9121,0.4826,0.1857,0.3578,0.48455000000000004
perch,3.0,0.25,repeat,10,200,0.0,31,32.8,0.4064,676,222,18838,67.8,7.4,0.6373,0.5364,0.2494,0.5094,0.483125
perch,2.0,1.0,repeat,20,200,0.0,7,1.6,0.2147,913,398,10139,17.5,5.9,0.8816,0.495,0.1792,0.3721,0.48197500000000004
perch,2.0,1.5,repeat,20,100,0.0,7,1.9,0.5635,557,269,6781,11.2,0.5,0.8759,0.4968,0.18,0.3728,0.481375
perch,2.0,2.0,zero,2,50,0.0,8,0.2,0.4704,546,73,4856,30.8,0.7,0.8914,0.4792,0.1853,0.3684,0.48107500000000003
perch,0.5,0.5,repeat,15,50,0.0,22,23.1,0.2169,501,51,10835,40.0,7.3,0.5046,0.5336,0.3688,0.5158,0.4807
perch,0.5,0.5,zero,5,100,0.0,23,30.8,0.2414,694,174,4465,36.1,7.1,0.4744,0.5126,0.4156,0.5182,0.48019999999999996
perch,0.5,0.25,repeat,10,100,0.0,20,24.6,0.1764,943,153,24689,76.6,10.2,0.4708,0.5556,0.3599,0.534,0.480075
perch,0.5,0.25,repeat,30,50,0.0,23,19.4,0.1352,974,55,25854,113.9,12.1,0.5014,0.5487,0.3431,0.5267,0.479975
perch,3.0,0.5,repeat,30,200,0.0,4,0.6,0.2097,4352,3393,20961,38.5,6.8,0.9204,0.4779,0.1788,0.3357,0.47819999999999996
perch,0.5,0.25,zero,10,200,0.0,18,26.5,0.2078,1745,319,8843,81.1,12.3,0.5488,0.4981,0.402,0.4626,0.47787500000000005
perch,0.5,0.25,repeat,15,50,0.0,33,23.5,0.1162,351,50,26565,82.5,10.7,0.4629,0.5604,0.3295,0.5568,0.47739999999999994
perch,2.5,2.0,zero,2,100,0.0,6,0.0,0.3933,872,193,5003,31.2,0.8,0.9165,0.4698,0.176,0.3468,0.47727499999999995
perch,0.5,0.25,zero,15,200,0.0,19,26.8,0.1564,1487,313,8661,108.2,14.0,0.5358,0.5005,0.4019,0.4687,0.47672499999999995
