embedder_type,window_sec,hop_sec,perch_padding,umap_dims,mcs,eps,n_clusters,noise_pct,dbcv,median_sz,min_sz,max_sz,t_umap_s,t_hdbscan_s,detsim,nmi,ari,homog,mean_total_score
perch,2.5,1.5,zero,10,100,0.0,14,14.3,0.5009,554,190,1616,10.6,0.9,0.7808,0.7096,0.6074,0.6876,0.69635
perch,2.0,0.25,repeat,2,100,0.0,39,14.4,0.2945,524,102,8421,68.9,5.7,0.7964,0.6856,0.5789,0.7238,0.696175
perch,2.5,0.5,repeat,2,100,0.0,22,9.6,0.3244,1037,144,4806,41.2,5.1,0.8662,0.6886,0.5561,0.6736,0.696125
perch,3.0,3.0,zero,10,100,0.0,13,10.8,0.2769,361,115,809,12.8,0.8,0.8326,0.7008,0.587,0.6636,0.696
perch,2.0,1.5,repeat,15,100,0.0,15,12.0,0.4905,553,106,1915,11.4,0.5,0.7832,0.7031,0.6104,0.6864,0.695775
perch,2.0,0.25,zero,30,200,0.0,23,16.6,0.4973,1722,236,8147,88.2,10.6,0.7748,0.6861,0.6286,0.6932,0.695675
perch,3.0,1.0,zero,15,50,0.0,27,15.5,0.4108,295,50,2453,16.6,5.5,0.7897,0.7106,0.5563,0.7258,0.6956
perch,2.5,1.0,repeat,30,100,0.0,14,10.2,0.313,1032,139,2400,19.5,5.4,0.8319,0.6994,0.5867,0.6631,0.695275
perch,3.0,2.0,zero,10,100,0.0,14,12.3,0.4098,465,142,1212,17.0,0.8,0.8215,0.6995,0.5904,0.6696,0.6952499999999999
perch,2.0,0.25,zero,20,200,0.0,22,18.5,0.4522,2090,239,8052,73.6,9.8,0.7557,0.6943,0.6325,0.6983,0.6952
perch,2.5,2.5,repeat,2,50,0.0,16,9.8,0.3153,342,65,960,28.1,0.6,0.8367,0.6892,0.5837,0.6709,0.695125
perch,2.0,0.25,repeat,30,50,0.0,83,23.1,0.3965,158,50,7305,86.5,8.3,0.7227,0.6856,0.6106,0.7606,0.6948750000000001
perch,2.0,0.5,zero,5,100,0.0,26,21.2,0.2294,622,102,4180,31.2,5.5,0.7551,0.7037,0.6195,0.7007,0.69475
perch,3.0,3.0,zero,5,100,0.0,13,10.7,0.1832,355,114,817,10.9,0.7,0.8344,0.698,0.5836,0.6606,0.69415
perch,2.0,0.25,repeat,15,50,0.0,83,21.6,0.2713,172,51,6940,72.8,7.2,0.732,0.6813,0.6032,0.7585,0.6937499999999999
perch,3.0,3.0,zero,15,100,0.0,13,11.5,0.2634,355,115,816,13.0,0.8,0.8271,0.6999,0.5851,0.6627,0.6937
perch,2.5,2.0,repeat,2,50,0.0,16,6.3,0.5986,456,50,1221,29.8,0.7,0.8642,0.6814,0.573,0.656,0.69365
perch,3.0,2.0,zero,30,50,0.0,16,11.7,0.5052,401,65,1208,20.4,0.9,0.8298,0.6969,0.575,0.6716,0.693325
perch,2.0,1.0,zero,2,100,0.0,20,17.5,0.3421,592,138,2138,30.9,6.6,0.7721,0.684,0.6252,0.6905,0.6929500000000001
perch,2.0,0.5,zero,2,100,0.0,27,13.1,0.3919,784,101,3885,43.3,5.2,0.7957,0.6728,0.6091,0.6926,0.69255
perch,2.5,1.0,repeat,20,100,0.0,14,11.0,0.2599,1001,137,2397,16.6,5.1,0.8209,0.7003,0.5851,0.6637,0.6925
perch,2.0,0.25,zero,15,100,0.0,43,22.3,0.3353,376,101,7197,72.3,9.3,0.7303,0.6901,0.6221,0.7266,0.692275
perch,3.0,3.0,repeat,10,50,0.0,13,6.9,0.1857,365,56,1089,11.5,0.7,0.877,0.6949,0.5571,0.6391,0.692025
perch,3.0,1.0,repeat,15,100,0.0,13,6.4,0.3316,956,301,3364,16.6,5.7,0.8757,0.6954,0.5493,0.6466,0.69175
perch,2.5,1.0,repeat,20,50,0.0,20,8.7,0.3886,420,68,2395,16.6,5.1,0.8497,0.6858,0.568,0.6618,0.691325
perch,3.0,3.0,repeat,30,50,0.0,13,6.4,0.2154,361,55,1105,13.8,0.8,0.8824,0.6927,0.553,0.6368,0.691225
perch,2.0,0.25,repeat,10,50,0.0,86,20.3,0.4416,150,50,8569,67.5,6.5,0.7401,0.6767,0.6034,0.7445,0.691175
perch,2.5,2.0,repeat,5,50,0.0,15,8.6,0.5056,493,92,1227,16.1,0.7,0.844,0.6855,0.5719,0.6605,0.690475
perch,2.5,0.5,repeat,15,200,0.0,14,8.7,0.4696,1709,203,5983,34.2,6.0,0.8475,0.7008,0.5556,0.6567,0.6901499999999999
perch,2.0,0.5,zero,2,200,0.0,18,15.8,0.2788,1376,206,3875,43.3,5.5,0.7826,0.679,0.6196,0.6783,0.689875
perch,2.5,2.5,repeat,15,50,0.0,16,12.9,0.3528,319,51,959,14.8,0.8,0.801,0.6959,0.5878,0.6735,0.6895500000000001
perch,3.0,2.0,zero,2,100,0.0,13,9.4,0.544,485,162,1224,29.9,0.8,0.8491,0.6843,0.5777,0.6468,0.6894750000000001
perch,3.0,2.0,zero,20,50,0.0,16,11.9,0.4638,408,63,1208,17.8,0.9,0.8256,0.6939,0.5698,0.6683,0.6893999999999999
perch,2.5,0.5,zero,30,200,0.0,15,13.3,0.4584,1522,206,5790,40.1,8.0,0.8358,0.6937,0.5721,0.6556,0.6893
perch,2.5,2.0,repeat,2,100,0.0,14,12.0,0.3682,508,163,1221,29.8,0.8,0.8146,0.6937,0.5868,0.662,0.689275
perch,2.0,0.5,zero,15,100,0.0,24,18.3,0.5116,784,102,4229,35.8,6.0,0.7718,0.6922,0.6093,0.6836,0.689225
perch,2.0,1.5,repeat,5,100,0.0,14,11.5,0.4685,575,198,1906,10.2,0.3,0.7864,0.6945,0.6018,0.6742,0.689225
perch,3.0,0.5,repeat,10,100,0.0,29,18.9,0.4635,384,104,3487,30.8,6.1,0.7691,0.7029,0.5789,0.7055,0.6891
perch,2.5,2.5,repeat,2,100,0.0,14,13.8,0.1915,362,130,959,28.1,0.7,0.8062,0.6937,0.5917,0.6642,0.6889500000000001
perch,2.5,1.5,zero,10,200,0.0,13,15.9,0.4807,628,217,1554,10.6,1.1,0.7723,0.7072,0.5983,0.6778,0.6889
perch,1.5,0.25,repeat,2,50,0.0,71,22.1,0.3026,264,52,5680,69.2,6.0,0.7342,0.6659,0.6113,0.7421,0.688375
perch,3.0,2.0,zero,5,50,0.0,16,10.4,0.3079,408,66,1213,16.0,0.7,0.8356,0.6885,0.5658,0.6634,0.6883250000000001
perch,2.5,2.5,repeat,5,50,0.0,14,10.9,0.2081,409,65,959,13.0,0.7,0.8207,0.6903,0.582,0.6585,0.687875
perch,3.0,0.5,repeat,15,100,0.0,20,12.3,0.5047,851,104,5220,34.7,6.2,0.8341,0.6983,0.5586,0.6599,0.687725
perch,2.5,0.5,repeat,5,200,0.0,14,6.7,0.2484,1721,205,6214,29.3,8.0,0.86,0.6929,0.5462,0.6492,0.687075
perch,2.0,0.5,zero,2,50,0.0,50,18.4,0.483,213,51,2996,43.3,5.2,0.7563,0.6631,0.6021,0.7264,0.686975
perch,2.5,0.5,repeat,2,200,0.0,15,8.0,0.0366,1710,794,4825,41.2,5.3,0.8481,0.682,0.5495,0.6677,0.686825
perch,3.0,0.5,repeat,10,50,0.0,49,18.3,0.3702,215,50,3485,30.8,6.1,0.7743,0.686,0.5575,0.7283,0.686525
perch,3.0,0.5,repeat,2,50,0.0,78,21.8,0.3852,133,51,3490,40.9,6.6,0.7378,0.6693,0.5595,0.7793,0.6864750000000001
perch,3.0,0.5,zero,5,200,0.0,14,15.5,0.3859,1523,228,4802,28.8,6.3,0.7942,0.7019,0.58,0.6684,0.686125
perch,2.5,1.5,zero,20,200,0.0,13,18.1,0.4712,615,216,1532,10.9,1.1,0.753,0.7087,0.6003,0.6797,0.685425
perch,3.0,1.5,repeat,10,100,0.0,12,7.2,0.2211,727,214,2094,10.6,0.9,0.8709,0.6898,0.5484,0.6303,0.68485
perch,2.5,1.5,repeat,5,50,0.0,15,5.2,0.3889,517,61,2214,9.9,0.8,0.8697,0.686,0.5382,0.6441,0.6845
perch,3.0,0.5,zero,15,200,0.0,14,13.1,0.4973,1627,257,4806,33.7,8.1,0.8144,0.6923,0.5707,0.6606,0.6845
perch,2.5,2.5,repeat,5,100,0.0,14,16.7,0.2197,325,121,959,13.0,0.7,0.7699,0.7015,0.5939,0.6717,0.68425
perch,3.0,0.5,zero,20,100,0.0,24,17.6,0.6809,550,107,4827,33.5,6.3,0.7813,0.6989,0.5643,0.6906,0.683775
perch,2.5,2.5,repeat,10,50,0.0,13,9.3,0.3956,415,65,956,13.8,0.7,0.8285,0.6852,0.5697,0.6503,0.6834250000000001
perch,2.5,2.5,repeat,30,50,0.0,13,8.7,0.3105,413,65,962,16.4,0.8,0.8338,0.6835,0.5665,0.6479,0.682925
perch,2.5,2.0,zero,10,100,0.0,13,11.9,0.3329,477,189,1166,17.4,0.8,0.8264,0.6832,0.5783,0.6437,0.6829000000000001
perch,2.5,0.5,zero,2,50,0.0,53,17.3,0.3226,183,50,4708,43.0,5.4,0.7717,0.6713,0.5658,0.7207,0.682375
perch,2.5,2.5,repeat,20,50,0.0,14,8.6,0.3394,381,52,962,14.4,0.8,0.8349,0.6816,0.5622,0.6501,0.6822
perch,2.5,1.5,repeat,2,50,0.0,16,3.6,0.2977,468,68,2289,25.2,0.7,0.8854,0.6759,0.5265,0.6384,0.6815499999999999
perch,2.5,1.5,repeat,20,50,0.0,15,4.9,0.5577,526,64,2292,11.1,0.9,0.8732,0.6821,0.5307,0.6395,0.681375
perch,3.0,2.5,zero,5,50,0.0,14,12.6,0.3615,371,63,980,12.8,0.7,0.8159,0.6899,0.5644,0.6552,0.6813499999999999
perch,2.0,0.5,zero,30,100,0.0,24,16.9,0.249,783,103,5393,42.0,7.9,0.7858,0.6839,0.5825,0.6725,0.681175
perch,3.0,2.0,zero,30,100,0.0,13,13.2,0.5059,548,127,1208,20.4,0.9,0.8169,0.6916,0.5671,0.6485,0.681025
perch,2.0,0.25,zero,30,100,0.0,47,24.7,0.3263,380,105,7215,88.2,10.1,0.7046,0.685,0.595,0.7383,0.680725
perch,3.0,2.5,zero,15,50,0.0,15,14.5,0.4972,347,63,979,14.7,0.8,0.7949,0.6946,0.569,0.6642,0.680675
perch,3.0,2.0,zero,2,50,0.0,15,3.9,0.2665,454,52,1224,29.9,0.7,0.8983,0.6634,0.5362,0.6243,0.68055
perch,3.0,0.5,zero,20,50,0.0,58,22.1,0.5796,172,52,4824,33.5,6.2,0.7375,0.6845,0.562,0.7363,0.680075
perch,3.0,0.5,zero,2,100,0.0,19,10.2,0.4114,1111,227,4804,40.8,6.9,0.8336,0.6777,0.542,0.6658,0.679775
perch,2.5,2.0,repeat,20,50,0.0,14,8.1,0.4347,512,92,1230,17.8,0.8,0.853,0.6773,0.5513,0.6363,0.6794749999999999
perch,2.5,2.0,repeat,10,50,0.0,14,8.5,0.5335,504,92,1224,17.1,0.8,0.8483,0.6778,0.5528,0.6378,0.679175
perch,1.5,0.25,repeat,5,50,0.0,65,26.1,0.3148,208,55,6104,65.7,7.1,0.6651,0.6739,0.6384,0.7392,0.6791499999999999
perch,2.5,2.0,repeat,15,50,0.0,14,8.5,0.2864,508,92,1228,18.3,0.8,0.8481,0.6771,0.5533,0.6374,0.678975
perch,3.0,1.0,repeat,15,50,0.0,19,4.9,0.3707,477,54,3979,16.6,5.7,0.8879,0.6873,0.5005,0.6399,0.6789000000000001
perch,2.5,2.0,repeat,30,50,0.0,14,7.0,0.2902,519,92,1229,20.4,0.9,0.8602,0.6729,0.548,0.634,0.678775
perch,2.0,0.25,repeat,5,50,0.0,81,24.0,0.3028,148,51,8431,64.6,9.9,0.7054,0.6752,0.5908,0.7431,0.678625
perch,2.5,1.5,repeat,30,100,0.0,12,7.6,0.2658,692,262,2062,12.3,1.1,0.8472,0.6832,0.5476,0.6361,0.6785249999999999
perch,3.0,2.0,zero,15,50,0.0,15,9.3,0.4829,445,63,1217,18.1,0.7,0.8477,0.6761,0.5478,0.6421,0.6784250000000001
perch,3.0,2.0,repeat,10,50,0.0,14,5.8,0.3235,389,50,1710,16.9,0.7,0.8827,0.6805,0.5236,0.6258,0.67815
perch,2.5,1.5,zero,30,200,0.0,12,14.9,0.4248,621,263,1535,12.1,1.2,0.7855,0.6958,0.5716,0.6576,0.677625
perch,3.0,1.0,repeat,5,200,0.0,12,8.3,0.1781,1052,303,3922,14.6,5.8,0.8652,0.6956,0.5178,0.6313,0.6774749999999999
perch,2.0,0.25,zero,5,50,0.0,83,24.7,0.3972,166,51,7489,63.7,8.0,0.7105,0.6682,0.5781,0.7526,0.67735
perch,2.5,1.5,repeat,5,100,0.0,12,4.8,0.361,668,265,2165,9.9,0.9,0.8733,0.6724,0.5371,0.6247,0.6768750000000001
perch,2.5,2.0,repeat,20,100,0.0,13,10.4,0.3659,547,162,1230,17.8,0.9,0.8302,0.6808,0.5598,0.6364,0.6768000000000001
perch,2.5,2.0,repeat,5,100,0.0,13,10.7,0.4434,546,163,1227,16.1,0.8,0.8286,0.6814,0.5603,0.6368,0.676775
perch,2.0,0.5,repeat,15,200,0.0,12,7.5,0.5515,2233,796,5621,36.1,6.4,0.828,0.6744,0.5678,0.6363,0.6766249999999999
perch,2.5,2.0,zero,2,50,0.0,18,12.7,0.3278,339,67,1170,31.2,0.7,0.8165,0.6762,0.546,0.6674,0.676525
perch,1.5,0.25,zero,30,100,0.0,37,20.5,0.2946,479,120,6884,99.9,10.0,0.7061,0.6748,0.6209,0.7017,0.675875
perch,2.5,0.25,repeat,20,200,0.0,27,26.9,0.4971,793,201,8131,84.8,9.6,0.7054,0.6972,0.5917,0.7071,0.67535
perch,2.5,1.5,repeat,10,100,0.0,12,7.7,0.2599,671,262,2147,10.4,0.9,0.8486,0.6801,0.54,0.6321,0.6752
perch,3.0,3.0,zero,2,50,0.0,13,4.6,0.2264,395,52,816,29.7,0.1,0.89,0.658,0.5358,0.6147,0.674625
perch,2.0,1.0,repeat,2,200,0.0,12,8.5,0.2929,946,406,3071,30.8,5.9,0.8273,0.681,0.5558,0.6343,0.6746000000000001
perch,3.0,2.0,repeat,5,50,0.0,13,5.3,0.3472,449,87,1751,15.8,0.7,0.8856,0.6739,0.5199,0.6183,0.674425
perch,3.0,1.5,zero,2,50,0.0,16,7.1,0.3276,559,70,2469,25.5,0.3,0.8882,0.6782,0.5037,0.6273,0.67435
perch,2.0,0.25,zero,5,100,0.0,46,27.1,0.2934,505,120,6034,63.7,8.3,0.675,0.6803,0.5979,0.744,0.6743000000000001
perch,2.5,2.0,repeat,15,100,0.0,13,10.3,0.344,539,173,1228,18.3,0.8,0.8327,0.6753,0.5565,0.6318,0.674075
perch,2.0,0.25,zero,10,100,0.0,46,24.0,0.4625,400,104,8417,67.5,8.2,0.7017,0.6735,0.5979,0.7227,0.67395
perch,3.0,3.0,zero,2,100,0.0,12,7.8,0.1508,452,115,815,29.7,0.1,0.8616,0.6682,0.5449,0.6203,0.67375
perch,1.5,0.25,zero,2,200,0.0,31,20.1,0.3019,929,216,5569,70.4,6.8,0.7236,0.6625,0.6162,0.6927,0.67375
perch,2.5,0.25,repeat,10,200,0.0,28,26.1,0.4332,766,202,8262,67.4,8.2,0.7088,0.6917,0.5882,0.7062,0.673725
perch,2.5,1.5,repeat,20,100,0.0,12,5.9,0.5633,678,262,2256,11.1,1.1,0.8634,0.6742,0.5315,0.6255,0.6736499999999999
perch,3.0,0.5,repeat,15,50,0.0,61,24.9,0.4123,168,50,3487,34.7,6.2,0.7069,0.681,0.5548,0.7515,0.67355
perch,2.0,1.5,zero,2,50,0.0,25,16.2,0.4041,212,58,1392,26.0,0.7,0.7854,0.6585,0.5825,0.6671,0.673375
perch,3.0,1.5,zero,10,50,0.0,17,8.5,0.6228,458,50,2397,10.5,0.3,0.8605,0.685,0.509,0.6376,0.673025
perch,2.0,1.5,repeat,10,100,0.0,13,4.9,0.1255,631,104,2126,11.1,0.4,0.8494,0.6713,0.5409,0.6288,0.6726000000000001
perch,2.0,0.5,zero,5,200,0.0,14,12.3,0.4471,1708,402,6916,31.2,5.8,0.7799,0.6854,0.5616,0.6612,0.672025
perch,2.0,0.5,zero,20,100,0.0,19,14.0,0.254,839,148,5080,34.7,6.0,0.778,0.6812,0.5683,0.6603,0.6719499999999999
perch,3.0,1.5,zero,20,50,0.0,16,7.7,0.5884,490,60,2412,10.8,0.4,0.8674,0.6818,0.5054,0.6331,0.6719249999999999
perch,2.5,2.5,zero,2,50,0.0,14,8.6,0.2308,378,61,1080,27.7,0.1,0.8308,0.6708,0.5418,0.6427,0.6715249999999999
perch,2.5,2.5,zero,30,50,0.0,14,9.0,0.3405,370,61,1030,16.5,0.3,0.8267,0.6698,0.5467,0.6426,0.6714499999999999
perch,3.0,0.5,zero,2,50,0.0,70,19.7,0.4482,126,56,4830,40.8,6.9,0.7694,0.6587,0.5337,0.7238,0.6714
perch,2.5,0.25,repeat,30,200,0.0,30,26.5,0.3912,701,201,8389,91.1,10.4,0.7075,0.6899,0.5812,0.7066,0.6713
perch,3.0,0.5,repeat,30,100,0.0,27,18.7,0.5154,357,104,5222,38.5,6.7,0.7689,0.6967,0.54,0.6793,0.6712250000000001
perch,2.5,0.25,repeat,15,200,0.0,28,28.1,0.4431,741,201,8129,74.9,9.3,0.6939,0.693,0.5901,0.7076,0.6711499999999999
perch,2.0,1.0,zero,10,50,0.0,18,10.2,0.4429,721,60,3425,16.4,7.1,0.7987,0.6803,0.5384,0.6663,0.6709250000000001
perch,3.0,1.5,repeat,5,100,0.0,12,7.5,0.3134,638,218,2750,9.7,0.8,0.8687,0.688,0.5033,0.6229,0.670725
perch,2.0,1.0,zero,20,100,0.0,15,13.4,0.4282,758,160,3389,17.3,6.0,0.7667,0.6875,0.5591,0.6685,0.67045
perch,3.0,0.5,zero,15,50,0.0,55,18.9,0.6287,148,57,4824,33.7,7.7,0.7678,0.6661,0.5482,0.6997,0.67045
perch,1.5,0.5,zero,5,50,0.0,39,21.5,0.5082,268,54,3409,32.0,7.3,0.7003,0.6671,0.6111,0.7025,0.67025
perch,2.0,1.0,zero,5,200,0.0,13,12.2,0.2941,832,372,3335,15.3,5.8,0.7854,0.679,0.5668,0.6486,0.66995
perch,2.0,1.0,zero,5,50,0.0,18,9.1,0.4873,709,62,3483,15.3,5.6,0.8092,0.6761,0.5319,0.6622,0.66985
perch,2.5,2.5,zero,5,50,0.0,14,9.9,0.3318,356,61,1030,13.2,0.1,0.8187,0.6717,0.5452,0.6437,0.669825
perch,3.0,2.0,repeat,15,100,0.0,12,6.8,0.2775,474,165,2060,18.0,0.8,0.8791,0.6797,0.5031,0.6162,0.669525
perch,2.0,0.25,zero,15,50,0.0,77,22.4,0.4579,161,51,7218,72.3,8.9,0.7214,0.6602,0.5619,0.7332,0.6691750000000001
perch,1.5,0.5,zero,20,100,0.0,29,21.5,0.4105,696,106,3413,36.5,6.6,0.6978,0.6707,0.6157,0.6913,0.668875
perch,2.0,1.0,repeat,15,200,0.0,12,10.9,0.3273,912,397,3047,17.7,4.3,0.803,0.6842,0.5503,0.6375,0.66875
perch,1.5,0.25,repeat,2,100,0.0,26,9.7,0.3316,1564,108,15214,69.2,6.1,0.7585,0.6732,0.5579,0.685,0.66865
perch,2.5,2.5,zero,2,100,0.0,12,10.6,0.3289,387,128,1073,27.7,0.2,0.8132,0.6739,0.5556,0.6319,0.66865
perch,2.0,0.25,repeat,20,100,0.0,37,14.7,0.5133,378,116,13479,72.4,8.3,0.8029,0.6751,0.5261,0.6697,0.66845
perch,2.0,1.0,zero,15,200,0.0,14,16.1,0.4974,766,247,3258,17.5,6.4,0.7496,0.6912,0.5654,0.6671,0.6683250000000001
perch,2.5,2.0,zero,5,50,0.0,14,8.2,0.4063,507,79,1327,16.3,0.7,0.8404,0.6641,0.5348,0.6336,0.6682250000000001
perch,3.0,1.5,zero,30,50,0.0,15,6.1,0.3207,541,51,2442,12.1,0.5,0.8736,0.6754,0.4978,0.6258,0.66815
perch,3.0,2.0,repeat,5,100,0.0,12,6.0,0.1441,483,165,2080,15.8,0.8,0.8849,0.6753,0.4979,0.6125,0.6676500000000001
perch,2.0,1.0,zero,5,100,0.0,15,12.3,0.4055,767,154,3442,15.3,5.6,0.7769,0.6825,0.5503,0.6607,0.6676
perch,2.0,1.0,zero,30,200,0.0,14,14.3,0.4608,779,250,3295,20.8,6.3,0.7648,0.6823,0.5639,0.6588,0.6674500000000001
perch,2.0,0.25,zero,20,50,0.0,85,25.0,0.3119,170,51,7175,73.6,8.7,0.6981,0.661,0.5618,0.7486,0.667375
perch,3.0,2.0,repeat,15,50,0.0,12,3.3,0.2847,584,87,1701,18.0,0.8,0.9075,0.6595,0.5065,0.593,0.666625
perch,2.0,1.5,repeat,10,200,0.0,12,12.1,0.4094,556,269,1966,11.1,0.6,0.7863,0.686,0.5539,0.6395,0.666425
perch,3.0,0.5,repeat,5,50,0.0,66,24.1,0.3276,161,50,3489,29.1,7.0,0.7154,0.669,0.5322,0.7489,0.666375
perch,2.5,1.5,zero,5,200,0.0,12,16.0,0.4262,687,247,1589,10.7,1.0,0.7662,0.6877,0.5643,0.6473,0.666375
perch,2.5,0.5,repeat,20,100,0.0,24,10.9,0.5949,530,102,7613,33.8,5.9,0.8547,0.6798,0.4897,0.6412,0.66635
perch,2.0,1.0,zero,20,200,0.0,14,13.7,0.4591,805,224,3310,17.3,6.2,0.7694,0.68,0.5599,0.6559,0.6663
perch,2.0,1.5,zero,15,100,0.0,14,14.0,0.5541,516,118,2247,11.9,1.0,0.7658,0.681,0.5639,0.6544,0.666275
perch,2.5,2.0,zero,15,100,0.0,12,12.8,0.4709,608,188,1167,18.7,0.9,0.8226,0.6689,0.5551,0.6183,0.6662250000000001
perch,3.0,2.0,repeat,20,50,0.0,13,4.0,0.3951,444,89,1680,17.6,0.8,0.9069,0.6578,0.5062,0.5931,0.6659999999999999
perch,3.0,1.5,zero,30,100,0.0,12,11.0,0.5112,632,217,2457,12.1,0.6,0.8442,0.6863,0.5081,0.6253,0.665975
perch,2.5,2.0,zero,20,100,0.0,12,8.2,0.1971,481,190,1307,18.1,0.9,0.8429,0.6598,0.5417,0.6181,0.665625
perch,2.5,2.0,zero,30,100,0.0,12,12.0,0.4449,600,190,1165,20.5,1.0,0.8236,0.6668,0.5517,0.6167,0.6647000000000001
perch,2.0,1.5,zero,20,100,0.0,14,15.0,0.4919,507,128,2302,11.4,1.0,0.7535,0.6855,0.5614,0.6584,0.6647
perch,2.0,1.5,repeat,2,50,0.0,16,6.7,0.7223,410,66,2160,26.5,0.3,0.8338,0.6662,0.5272,0.6308,0.6645000000000001
perch,2.5,0.5,zero,20,50,0.0,38,12.2,0.3967,164,51,6874,34.8,6.0,0.8275,0.669,0.5089,0.6523,0.664425
perch,3.0,2.0,repeat,30,50,0.0,12,3.9,0.2885,600,86,1645,19.9,0.8,0.8986,0.6589,0.5074,0.5926,0.664375
perch,2.0,0.5,zero,20,50,0.0,29,16.4,0.3644,323,67,5791,34.7,5.9,0.785,0.6728,0.5446,0.6544,0.6641999999999999
perch,2.5,1.5,repeat,2,100,0.0,13,4.2,0.3076,610,264,2282,25.2,0.8,0.8791,0.6591,0.4957,0.6199,0.66345
perch,2.0,1.5,repeat,2,100,0.0,13,7.7,0.3729,548,269,1855,26.5,0.3,0.8241,0.6588,0.5427,0.627,0.6631499999999999
perch,2.0,0.25,zero,10,50,0.0,84,26.1,0.3928,152,50,8464,67.5,7.7,0.6873,0.6606,0.5602,0.7438,0.6629750000000001
perch,3.0,0.5,zero,30,50,0.0,65,23.2,0.3509,137,50,4825,38.4,6.3,0.7246,0.664,0.532,0.7278,0.6621
perch,2.5,0.25,repeat,5,200,0.0,28,29.3,0.4081,870,202,8091,61.3,8.0,0.6773,0.6852,0.5845,0.7011,0.662025
perch,3.0,2.5,repeat,2,100,0.0,12,9.2,0.2833,357,138,1664,27.4,0.7,0.8579,0.6825,0.4885,0.6184,0.661825
perch,2.0,0.25,zero,20,100,0.0,49,26.5,0.2336,376,115,7211,73.6,9.2,0.6842,0.6679,0.5698,0.725,0.661725
perch,2.5,1.0,repeat,15,200,0.0,12,11.2,0.5354,1001,304,3746,16.7,6.7,0.8338,0.6834,0.508,0.6216,0.6617
perch,2.0,0.25,zero,30,50,0.0,91,28.6,0.2897,159,50,7093,88.2,9.4,0.6714,0.6591,0.5638,0.7519,0.66155
perch,1.5,0.5,repeat,10,100,0.0,20,10.4,0.4832,1028,127,7730,34.4,6.2,0.7534,0.6719,0.5446,0.6754,0.6613249999999999
perch,2.0,0.25,repeat,30,100,0.0,39,17.2,0.375,381,102,13438,86.5,8.5,0.7784,0.6738,0.521,0.6719,0.661275
perch,2.0,1.0,repeat,10,100,0.0,14,7.2,0.334,764,126,3259,16.5,5.9,0.8302,0.6662,0.5221,0.6258,0.661075
perch,3.0,2.5,repeat,2,50,0.0,13,6.6,0.2761,358,60,1666,27.4,0.6,0.8742,0.6732,0.4817,0.6146,0.660925
perch,2.5,0.25,zero,30,200,0.0,30,27.9,0.3841,926,218,8395,88.1,9.6,0.685,0.6793,0.5766,0.7023,0.6608
perch,2.0,0.25,zero,2,200,0.0,21,13.0,0.1548,1476,209,10553,69.5,7.0,0.8016,0.655,0.552,0.6336,0.66055
perch,2.5,0.25,zero,15,200,0.0,29,27.4,0.3985,949,209,8448,74.4,9.1,0.6869,0.6791,0.5762,0.6983,0.6601250000000001
perch,3.0,0.5,zero,10,50,0.0,55,20.2,0.5366,172,50,4808,30.9,6.3,0.7549,0.6633,0.5259,0.6962,0.6600750000000001
perch,2.5,0.25,zero,20,200,0.0,32,30.3,0.4306,885,218,8437,72.7,8.2,0.6664,0.6833,0.5744,0.7146,0.659675
perch,3.0,0.5,zero,5,50,0.0,62,22.2,0.2928,160,51,4830,28.8,5.9,0.7368,0.6581,0.5276,0.7112,0.658425
perch,2.5,2.0,zero,30,50,0.0,13,6.9,0.5616,498,73,1276,20.5,0.9,0.8531,0.6518,0.5179,0.6098,0.65815
perch,1.5,0.25,zero,15,100,0.0,34,18.7,0.3136,484,122,9098,77.5,8.6,0.7278,0.6616,0.5774,0.6654,0.65805
perch,2.5,0.25,zero,15,100,0.0,49,27.0,0.3858,438,101,7635,74.4,8.7,0.6945,0.6654,0.5496,0.7219,0.65785
perch,1.5,0.5,repeat,15,200,0.0,15,9.9,0.5549,1564,231,7743,36.8,6.8,0.7603,0.6672,0.5501,0.6528,0.6576
perch,1.5,0.5,repeat,30,50,0.0,28,14.9,0.4732,698,56,6066,42.6,7.1,0.7558,0.6633,0.5479,0.6621,0.657275
perch,2.0,0.25,zero,2,100,0.0,39,15.9,0.2495,445,101,10568,69.5,6.4,0.78,0.6444,0.5387,0.6654,0.657125
perch,1.5,0.5,repeat,2,100,0.0,29,14.5,0.3455,765,137,6111,46.1,6.6,0.786,0.6519,0.5309,0.6595,0.657075
perch,2.5,2.0,zero,10,50,0.0,13,7.1,0.5029,522,79,1354,17.4,0.8,0.8491,0.6543,0.5136,0.6109,0.656975
perch,3.0,2.5,repeat,5,50,0.0,13,3.1,0.449,398,51,1670,12.7,0.6,0.9033,0.6614,0.4687,0.5943,0.656925
perch,1.5,0.25,zero,2,100,0.0,43,19.7,0.3907,511,100,5569,70.4,6.2,0.7152,0.6395,0.5841,0.688,0.6566999999999998
perch,2.5,0.5,zero,2,100,0.0,23,9.7,0.4431,828,100,7223,43.0,5.5,0.8533,0.6572,0.4898,0.6261,0.6566000000000001
perch,1.5,0.5,repeat,10,200,0.0,15,10.9,0.5613,1660,241,7690,34.4,6.6,0.7488,0.6703,0.551,0.6553,0.65635
perch,2.5,2.0,zero,20,50,0.0,13,7.7,0.4277,499,77,1303,18.1,0.9,0.8443,0.6529,0.5155,0.6097,0.6556000000000001
