Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
113	Spectrogram 1	1	358.250000	360.000000	0	0	6	cluster_6	0.9642
114	Spectrogram 1	1	359.750000	362.500000	0	0	5	cluster_5	0.8556
115	Spectrogram 1	1	362.250000	363.250000	0	0	noise	cluster_noise	0.0000
116	Spectrogram 1	1	363.000000	363.500000	0	0	5	cluster_5	0.6587
117	Spectrogram 1	1	363.250000	363.750000	0	0	6	cluster_6	1.0000
118	Spectrogram 1	1	363.500000	364.250000	0	0	5	cluster_5	0.6475
119	Spectrogram 1	1	364.000000	364.500000	0	0	noise	cluster_noise	0.0000
120	Spectrogram 1	1	364.250000	365.000000	0	0	12	cluster_12	0.8202
121	Spectrogram 1	1	364.750000	365.500000	0	0	noise	cluster_noise	0.0000
122	Spectrogram 1	1	365.250000	365.750000	0	0	6	cluster_6	1.0000
123	Spectrogram 1	1	365.500000	366.000000	0	0	noise	cluster_noise	0.0000
124	Spectrogram 1	1	365.750000	366.250000	0	0	12	cluster_12	0.9288
125	Spectrogram 1	1	366.000000	367.000000	0	0	noise	cluster_noise	0.0000
126	Spectrogram 1	1	366.750000	367.250000	0	0	12	cluster_12	0.8465
127	Spectrogram 1	1	367.000000	367.500000	0	0	noise	cluster_noise	0.0000
128	Spectrogram 1	1	367.250000	368.000000	0	0	5	cluster_5	0.5638
129	Spectrogram 1	1	367.750000	368.250000	0	0	noise	cluster_noise	0.0000
130	Spectrogram 1	1	368.000000	368.500000	0	0	5	cluster_5	0.5505
131	Spectrogram 1	1	368.250000	368.750000	0	0	noise	cluster_noise	0.0000
132	Spectrogram 1	1	368.500000	369.000000	0	0	12	cluster_12	0.7922
133	Spectrogram 1	1	368.750000	369.250000	0	0	noise	cluster_noise	0.0000
134	Spectrogram 1	1	369.000000	369.500000	0	0	12	cluster_12	0.9204
135	Spectrogram 1	1	369.250000	369.750000	0	0	noise	cluster_noise	0.0000
136	Spectrogram 1	1	369.500000	370.000000	0	0	5	cluster_5	0.5507
137	Spectrogram 1	1	369.750000	370.250000	0	0	6	cluster_6	1.0000
138	Spectrogram 1	1	370.000000	370.500000	0	0	5	cluster_5	0.5128
139	Spectrogram 1	1	370.250000	371.250000	0	0	6	cluster_6	1.0000
140	Spectrogram 1	1	371.000000	371.750000	0	0	noise	cluster_noise	0.0000
141	Spectrogram 1	1	371.500000	374.000000	0	0	3	cluster_3	0.9061
142	Spectrogram 1	1	373.750000	374.750000	0	0	5	cluster_5	0.6587
143	Spectrogram 1	1	374.500000	376.000000	0	0	6	cluster_6	1.0000
144	Spectrogram 1	1	375.750000	378.250000	0	0	5	cluster_5	0.9033
145	Spectrogram 1	1	378.000000	378.750000	0	0	6	cluster_6	0.9390
