Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
161	Spectrogram 1	1	282.000000	283.500000	0	0	1	cluster_1	1.0000
162	Spectrogram 1	1	283.250000	283.750000	0	0	noise	cluster_noise	0.0000
163	Spectrogram 1	1	283.500000	284.000000	0	0	1	cluster_1	1.0000
164	Spectrogram 1	1	283.750000	284.500000	0	0	5	cluster_5	0.9451
165	Spectrogram 1	1	284.250000	284.750000	0	0	9	cluster_9	0.8543
166	Spectrogram 1	1	284.500000	287.000000	0	0	1	cluster_1	0.9704
167	Spectrogram 1	1	286.750000	287.250000	0	0	5	cluster_5	0.6332
168	Spectrogram 1	1	287.000000	288.000000	0	0	noise	cluster_noise	0.0000
169	Spectrogram 1	1	287.750000	288.250000	0	0	9	cluster_9	0.8543
170	Spectrogram 1	1	288.000000	288.500000	0	0	noise	cluster_noise	0.0000
171	Spectrogram 1	1	288.250000	289.000000	0	0	9	cluster_9	0.9758
172	Spectrogram 1	1	288.750000	289.500000	0	0	noise	cluster_noise	0.0000
173	Spectrogram 1	1	289.250000	290.250000	0	0	9	cluster_9	0.8693
174	Spectrogram 1	1	290.000000	290.500000	0	0	noise	cluster_noise	0.0000
175	Spectrogram 1	1	290.250000	290.750000	0	0	9	cluster_9	0.9856
176	Spectrogram 1	1	290.500000	291.250000	0	0	noise	cluster_noise	0.0000
177	Spectrogram 1	1	291.000000	293.250000	0	0	1	cluster_1	0.9792
178	Spectrogram 1	1	293.000000	293.500000	0	0	noise	cluster_noise	0.0000
179	Spectrogram 1	1	293.250000	293.750000	0	0	10	cluster_10	0.7167
180	Spectrogram 1	1	293.500000	294.750000	0	0	5	cluster_5	0.9161
181	Spectrogram 1	1	294.500000	295.000000	0	0	noise	cluster_noise	0.0000
182	Spectrogram 1	1	294.750000	296.500000	0	0	1	cluster_1	1.0000
183	Spectrogram 1	1	296.250000	296.750000	0	0	5	cluster_5	0.6579
184	Spectrogram 1	1	296.500000	297.750000	0	0	noise	cluster_noise	0.0000
185	Spectrogram 1	1	297.500000	299.500000	0	0	1	cluster_1	1.0000
186	Spectrogram 1	1	299.250000	300.250000	0	0	5	cluster_5	0.6825
187	Spectrogram 1	1	300.000000	301.500000	0	0	noise	cluster_noise	0.0000
188	Spectrogram 1	1	301.250000	302.500000	0	0	9	cluster_9	0.9863
189	Spectrogram 1	1	302.250000	303.500000	0	0	noise	cluster_noise	0.0000
190	Spectrogram 1	1	303.250000	305.500000	0	0	1	cluster_1	1.0000
191	Spectrogram 1	1	305.250000	306.000000	0	0	noise	cluster_noise	0.0000
192	Spectrogram 1	1	305.750000	307.250000	0	0	5	cluster_5	0.9158
193	Spectrogram 1	1	307.000000	307.500000	0	0	9	cluster_9	0.8543
194	Spectrogram 1	1	307.250000	309.000000	0	0	1	cluster_1	1.0000
195	Spectrogram 1	1	308.750000	309.500000	0	0	5	cluster_5	0.7813
196	Spectrogram 1	1	309.250000	310.000000	0	0	noise	cluster_noise	0.0000
197	Spectrogram 1	1	309.750000	310.250000	0	0	9	cluster_9	0.8543
198	Spectrogram 1	1	310.000000	312.000000	0	0	1	cluster_1	1.0000
199	Spectrogram 1	1	311.750000	312.500000	0	0	5	cluster_5	0.7119
200	Spectrogram 1	1	312.250000	312.750000	0	0	1	cluster_1	1.0000
201	Spectrogram 1	1	312.500000	313.250000	0	0	5	cluster_5	0.7626
202	Spectrogram 1	1	313.000000	313.750000	0	0	noise	cluster_noise	0.0000
203	Spectrogram 1	1	313.500000	315.250000	0	0	9	cluster_9	1.0000
204	Spectrogram 1	1	315.000000	315.750000	0	0	noise	cluster_noise	0.0000
205	Spectrogram 1	1	315.500000	316.000000	0	0	9	cluster_9	1.0000
206	Spectrogram 1	1	315.750000	316.500000	0	0	noise	cluster_noise	0.0000
207	Spectrogram 1	1	316.250000	316.750000	0	0	5	cluster_5	0.9269
208	Spectrogram 1	1	316.500000	317.000000	0	0	noise	cluster_noise	0.0000
209	Spectrogram 1	1	316.750000	319.000000	0	0	1	cluster_1	0.9942
210	Spectrogram 1	1	318.750000	319.250000	0	0	4	cluster_4	0.5770
211	Spectrogram 1	1	319.000000	319.500000	0	0	5	cluster_5	0.8058
212	Spectrogram 1	1	319.250000	320.000000	0	0	noise	cluster_noise	0.0000
213	Spectrogram 1	1	319.750000	320.250000	0	0	5	cluster_5	0.7293
214	Spectrogram 1	1	320.000000	320.500000	0	0	noise	cluster_noise	0.0000
215	Spectrogram 1	1	320.250000	322.500000	0	0	1	cluster_1	1.0000
216	Spectrogram 1	1	322.250000	323.250000	0	0	noise	cluster_noise	0.0000
217	Spectrogram 1	1	323.000000	325.000000	0	0	1	cluster_1	1.0000
218	Spectrogram 1	1	324.750000	325.500000	0	0	noise	cluster_noise	0.0000
219	Spectrogram 1	1	325.250000	326.250000	0	0	5	cluster_5	0.9975
220	Spectrogram 1	1	326.000000	328.000000	0	0	noise	cluster_noise	0.0000
221	Spectrogram 1	1	327.750000	329.000000	0	0	9	cluster_9	0.9802
222	Spectrogram 1	1	328.750000	329.500000	0	0	noise	cluster_noise	0.0000
223	Spectrogram 1	1	329.250000	331.250000	0	0	1	cluster_1	1.0000
224	Spectrogram 1	1	331.000000	331.500000	0	0	noise	cluster_noise	0.0000
225	Spectrogram 1	1	331.250000	332.000000	0	0	1	cluster_1	1.0000
226	Spectrogram 1	1	331.750000	333.250000	0	0	5	cluster_5	0.9322
227	Spectrogram 1	1	333.000000	333.500000	0	0	noise	cluster_noise	0.0000
228	Spectrogram 1	1	333.250000	336.000000	0	0	9	cluster_9	0.9942
229	Spectrogram 1	1	335.750000	336.500000	0	0	noise	cluster_noise	0.0000
230	Spectrogram 1	1	336.250000	337.750000	0	0	5	cluster_5	0.8936
231	Spectrogram 1	1	337.500000	338.000000	0	0	noise	cluster_noise	0.0000
232	Spectrogram 1	1	337.750000	338.500000	0	0	9	cluster_9	1.0000
233	Spectrogram 1	1	338.250000	339.000000	0	0	noise	cluster_noise	0.0000
234	Spectrogram 1	1	338.750000	339.500000	0	0	9	cluster_9	0.9625
235	Spectrogram 1	1	339.250000	340.500000	0	0	noise	cluster_noise	0.0000
236	Spectrogram 1	1	340.250000	342.250000	0	0	1	cluster_1	1.0000
237	Spectrogram 1	1	342.000000	342.750000	0	0	noise	cluster_noise	0.0000
238	Spectrogram 1	1	342.500000	344.500000	0	0	5	cluster_5	0.8122
239	Spectrogram 1	1	344.250000	345.000000	0	0	noise	cluster_noise	0.0000
240	Spectrogram 1	1	344.750000	345.750000	0	0	9	cluster_9	0.9707
241	Spectrogram 1	1	345.500000	346.250000	0	0	noise	cluster_noise	0.0000
242	Spectrogram 1	1	346.000000	346.750000	0	0	9	cluster_9	0.9913
243	Spectrogram 1	1	346.500000	347.000000	0	0	noise	cluster_noise	0.0000
244	Spectrogram 1	1	346.750000	347.500000	0	0	9	cluster_9	0.9190
245	Spectrogram 1	1	347.250000	347.750000	0	0	noise	cluster_noise	0.0000
246	Spectrogram 1	1	347.500000	349.000000	0	0	5	cluster_5	0.9857
247	Spectrogram 1	1	348.750000	349.500000	0	0	noise	cluster_noise	0.0000
248	Spectrogram 1	1	349.250000	351.500000	0	0	9	cluster_9	1.0000
249	Spectrogram 1	1	351.250000	351.750000	0	0	noise	cluster_noise	0.0000
250	Spectrogram 1	1	351.500000	352.000000	0	0	5	cluster_5	0.7786
251	Spectrogram 1	1	351.750000	353.250000	0	0	1	cluster_1	1.0000
252	Spectrogram 1	1	353.000000	353.500000	0	0	5	cluster_5	0.5734
253	Spectrogram 1	1	353.250000	353.750000	0	0	noise	cluster_noise	0.0000
254	Spectrogram 1	1	353.500000	355.000000	0	0	5	cluster_5	0.9576
255	Spectrogram 1	1	354.750000	355.500000	0	0	noise	cluster_noise	0.0000
256	Spectrogram 1	1	355.250000	355.750000	0	0	5	cluster_5	0.6479
257	Spectrogram 1	1	355.500000	356.000000	0	0	noise	cluster_noise	0.0000
258	Spectrogram 1	1	355.750000	358.250000	0	0	9	cluster_9	0.9978
259	Spectrogram 1	1	358.000000	359.000000	0	0	noise	cluster_noise	0.0000
260	Spectrogram 1	1	358.750000	359.500000	0	0	5	cluster_5	0.8184
261	Spectrogram 1	1	359.250000	359.750000	0	0	noise	cluster_noise	0.0000
262	Spectrogram 1	1	359.500000	360.250000	0	0	5	cluster_5	0.9028
263	Spectrogram 1	1	360.000000	360.500000	0	0	1	cluster_1	1.0000
264	Spectrogram 1	1	360.250000	362.750000	0	0	9	cluster_9	0.9703
265	Spectrogram 1	1	362.500000	363.750000	0	0	noise	cluster_noise	0.0000
266	Spectrogram 1	1	363.500000	364.000000	0	0	5	cluster_5	1.0000
267	Spectrogram 1	1	363.750000	367.750000	0	0	noise	cluster_noise	0.0000
268	Spectrogram 1	1	367.500000	368.000000	0	0	5	cluster_5	0.6549
269	Spectrogram 1	1	367.750000	368.750000	0	0	noise	cluster_noise	0.0000
270	Spectrogram 1	1	368.500000	369.000000	0	0	7	cluster_7	0.8808
271	Spectrogram 1	1	368.750000	370.000000	0	0	noise	cluster_noise	0.0000
272	Spectrogram 1	1	369.750000	370.250000	0	0	5	cluster_5	0.6904
273	Spectrogram 1	1	370.000000	370.750000	0	0	noise	cluster_noise	0.0000
274	Spectrogram 1	1	370.500000	371.750000	0	0	5	cluster_5	0.9559
275	Spectrogram 1	1	371.500000	374.750000	0	0	9	cluster_9	0.9789
276	Spectrogram 1	1	374.500000	375.000000	0	0	noise	cluster_noise	0.0000
277	Spectrogram 1	1	374.750000	375.250000	0	0	5	cluster_5	0.5929
278	Spectrogram 1	1	375.000000	376.000000	0	0	noise	cluster_noise	0.0000
279	Spectrogram 1	1	375.750000	376.250000	0	0	5	cluster_5	0.9081
280	Spectrogram 1	1	376.000000	376.500000	0	0	noise	cluster_noise	0.0000
281	Spectrogram 1	1	376.250000	378.500000	0	0	9	cluster_9	0.9705
282	Spectrogram 1	1	378.250000	379.000000	0	0	noise	cluster_noise	0.0000
283	Spectrogram 1	1	378.750000	379.250000	0	0	7	cluster_7	0.8723
284	Spectrogram 1	1	379.000000	379.500000	0	0	noise	cluster_noise	0.0000
285	Spectrogram 1	1	379.250000	379.750000	0	0	7	cluster_7	0.8164
286	Spectrogram 1	1	379.500000	380.000000	0	0	noise	cluster_noise	0.0000
287	Spectrogram 1	1	379.750000	380.250000	0	0	5	cluster_5	0.9316
288	Spectrogram 1	1	380.000000	380.750000	0	0	noise	cluster_noise	0.0000
289	Spectrogram 1	1	380.500000	381.000000	0	0	5	cluster_5	0.6440
290	Spectrogram 1	1	380.750000	382.250000	0	0	noise	cluster_noise	0.0000
291	Spectrogram 1	1	382.000000	382.500000	0	0	5	cluster_5	0.9858
292	Spectrogram 1	1	382.250000	383.000000	0	0	noise	cluster_noise	0.0000
293	Spectrogram 1	1	382.750000	383.500000	0	0	7	cluster_7	0.8119
294	Spectrogram 1	1	383.250000	384.000000	0	0	noise	cluster_noise	0.0000
295	Spectrogram 1	1	383.750000	384.250000	0	0	7	cluster_7	0.8759
296	Spectrogram 1	1	384.000000	385.000000	0	0	noise	cluster_noise	0.0000
297	Spectrogram 1	1	384.750000	385.500000	0	0	7	cluster_7	0.7588
298	Spectrogram 1	1	385.250000	386.000000	0	0	noise	cluster_noise	0.0000
299	Spectrogram 1	1	385.750000	386.250000	0	0	7	cluster_7	1.0000
300	Spectrogram 1	1	386.000000	386.500000	0	0	noise	cluster_noise	0.0000
301	Spectrogram 1	1	386.250000	387.250000	0	0	7	cluster_7	0.7361
302	Spectrogram 1	1	387.000000	387.750000	0	0	5	cluster_5	0.9297
303	Spectrogram 1	1	387.500000	389.000000	0	0	noise	cluster_noise	0.0000
304	Spectrogram 1	1	388.750000	391.000000	0	0	9	cluster_9	0.9777
305	Spectrogram 1	1	390.750000	391.750000	0	0	noise	cluster_noise	0.0000
306	Spectrogram 1	1	391.500000	392.000000	0	0	5	cluster_5	0.8422
307	Spectrogram 1	1	391.750000	392.250000	0	0	noise	cluster_noise	0.0000
308	Spectrogram 1	1	392.000000	392.750000	0	0	5	cluster_5	0.6462
309	Spectrogram 1	1	392.500000	393.250000	0	0	noise	cluster_noise	0.0000
310	Spectrogram 1	1	393.000000	395.000000	0	0	9	cluster_9	0.9708
311	Spectrogram 1	1	394.750000	395.250000	0	0	noise	cluster_noise	0.0000
312	Spectrogram 1	1	395.000000	395.500000	0	0	5	cluster_5	0.7670
313	Spectrogram 1	1	395.250000	395.750000	0	0	7	cluster_7	0.7988
314	Spectrogram 1	1	395.500000	396.000000	0	0	noise	cluster_noise	0.0000
315	Spectrogram 1	1	395.750000	396.250000	0	0	7	cluster_7	0.8155
316	Spectrogram 1	1	396.000000	397.250000	0	0	noise	cluster_noise	0.0000
317	Spectrogram 1	1	397.000000	397.500000	0	0	5	cluster_5	0.8145
318	Spectrogram 1	1	397.250000	398.250000	0	0	noise	cluster_noise	0.0000
319	Spectrogram 1	1	398.000000	398.500000	0	0	7	cluster_7	0.8328
320	Spectrogram 1	1	398.250000	398.750000	0	0	1	cluster_1	0.9308
321	Spectrogram 1	1	398.500000	399.000000	0	0	7	cluster_7	0.7317
322	Spectrogram 1	1	398.750000	399.500000	0	0	noise	cluster_noise	0.0000
323	Spectrogram 1	1	399.250000	400.000000	0	0	7	cluster_7	0.7368
324	Spectrogram 1	1	399.750000	401.250000	0	0	noise	cluster_noise	0.0000
325	Spectrogram 1	1	401.000000	401.750000	0	0	7	cluster_7	0.8329
326	Spectrogram 1	1	401.500000	402.250000	0	0	noise	cluster_noise	0.0000
327	Spectrogram 1	1	402.000000	402.500000	0	0	7	cluster_7	1.0000
328	Spectrogram 1	1	402.250000	402.750000	0	0	noise	cluster_noise	0.0000
329	Spectrogram 1	1	402.500000	403.000000	0	0	5	cluster_5	0.9688
330	Spectrogram 1	1	402.750000	403.500000	0	0	noise	cluster_noise	0.0000
331	Spectrogram 1	1	403.250000	403.750000	0	0	5	cluster_5	1.0000
332	Spectrogram 1	1	403.500000	404.250000	0	0	noise	cluster_noise	0.0000
333	Spectrogram 1	1	404.000000	404.500000	0	0	5	cluster_5	0.6968
334	Spectrogram 1	1	404.250000	407.750000	0	0	9	cluster_9	0.9853
335	Spectrogram 1	1	407.500000	408.250000	0	0	noise	cluster_noise	0.0000
336	Spectrogram 1	1	408.000000	408.500000	0	0	5	cluster_5	0.5688
337	Spectrogram 1	1	408.250000	408.750000	0	0	noise	cluster_noise	0.0000
338	Spectrogram 1	1	408.500000	409.000000	0	0	11	cluster_11	0.9483
339	Spectrogram 1	1	408.750000	410.250000	0	0	5	cluster_5	0.7975
